Week Ending Date,Geographic aggregation,Hospital Reporting Days,Percent Hospital Reporting Days,Number Hospitals Reporting Adult COVID-19 Admissions,Number Hospitals Reporting Pediatric COVID-19 Admissions,Number Hospitals Reporting Influenza Admissions,Number Hospitals Reporting Prevalent Influenza Hospitalizations,Number Hospitals Reporting Hospitalized Influenza ICU Patients,Number Hospitals Reporting Inpatient Beds,Number Hospitals Reporting ICU Beds,Number Hospitals Reporting Inpatient Beds Occupied,Number Hospitals Reporting ICU Beds Occupied,Number Hospitals Reporting Percent Inpatient Bed Occupancy,Number Hospitals Reporting Percent ICU Bed Occupancy,Number Hospitals Reporting Percent COVID-19 Inpatient Bed Occupancy,Number Hospitals Reporting Percent Influenza Inpatient Bed Occupancy,Number Hospitals Reporting Percent COVID-19 ICU Bed Occupancy,Number Hospitals Reporting Percent Influenza ICU Bed Occupancy,Number Hospitals Reporting Total COVID-19 Admissions,Number Hospitals Reporting Prevalent COVID-19 Hospitalizations,Number Hospitals Reporting Hospitalized COVID-19 ICU Patients,Weekly Average Adult COVID-19 Admissions,Weekly Total Adult COVID-19 Admissions,Weekly Average Pediatric COVID-19 Admissions,Weekly Total Pediatric COVID-19 Admissions,Weekly Average COVID-19 Admissions,Weekly Total COVID-19 Admissions,Weekly Average Influenza Admissions,Weekly Total Influenza Admissions,Weekly Average Prevalent COVID-19 Hospitalizations,Weekly Average Prevalent Influenza Hospitalizations,Weekly Average Hospitalized COVID-19 ICU Patients,Weekly Average Hospitalized Influenza ICU Patients,Weekly Average Inpatient Beds,Weekly Average ICU Beds,Weekly Average Inpatient Beds Occupied,Weekly Average ICU Beds Occupied,Weekly Average Percent Inpatient Bed Occupancy,Weekly Average Percent ICU Bed Occupancy,Weekly Average Percent COVID-19 Inpatient Bed Occupancy,Weekly Average Percent Influenza Inpatient Bed Occupancy,Weekly Average Percent COVID-19 ICU Bed Occupancy,Weekly Average Percent Influenza ICU Bed Occupancy,Percent Adult COVID-19 Admissions,Percent Pediatric COVID-19 Admissions,Percent Hospitals Reporting Adult COVID-19 Admissions,Percent Hospitals Reporting Pediatric COVID-19 Admissions,Percent Hospitals Reporting Influenza Admissions,Percent Hospitals Reporting Prevalent Influenza Hospitalizations,Percent Hospitals Reporting Hospitalized Influenza ICU Patients,Percent Hospitals Reporting Inpatient Beds,Percent Hospitals Reporting ICU Beds,Percent Hospitals Reporting Inpatient Beds Occupied,Percent Hospitals Reporting ICU Beds Occupied,Percent Hospitals Reporting Percent Inpatient Bed Occupancy,Percent Hospitals Reporting Percent ICU Bed Occupancy,Percent Hospitals Reporting Percent COVID-19 Inpatient Bed Occupancy,Percent Hospitals Reporting Percent Influenza Inpatient Bed Occupancy,Percent Hospitals Reporting Percent COVID-19 ICU Bed Occupancy,Percent Hospitals Reporting Percent Influenza ICU Bed Occupancy,Percent Hospitals Reporting Total COVID-19 Admissions,Percent Hospitals Reporting Prevalent COVID-19 Hospitalizations,Percent Hospitals Reporting Hospitalized COVID-19 ICU Patients
2021-01-16,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,83,580,2,12,85,592,0,1,600,12,110,2,9552,1360,6885,970,0.72,0.71,0.06,0.00,0.08,0.00,0.98,0.02,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2021-01-23,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,61,426,3,19,64,445,0,0,505,1,94,0,9599,1377,6904,998,0.72,0.72,0.05,0.00,0.07,0.00,0.96,0.04,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2021-01-30,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,54,375,2,11,55,386,2,12,409,10,77,3,9524,1360,6789,944,0.71,0.69,0.04,0.00,0.06,0.00,0.97,0.03,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2021-02-06,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,47,326,2,11,48,337,0,0,329,1,65,0,9330,1343,6744,936,0.72,0.70,0.04,0.00,0.05,0.00,0.97,0.03,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2021-02-13,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,42,294,1,9,43,303,0,0,279,0,56,0,9304,1316,6698,909,0.72,0.69,0.03,0.00,0.04,0.00,0.97,0.03,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2021-02-20,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,34,240,2,14,36,254,1,5,261,1,42,0,9326,1336,6696,952,0.72,0.71,0.03,0.00,0.03,0.00,0.94,0.06,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2021-02-27,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,36,249,2,12,37,261,1,8,230,2,39,0,9405,1358,6915,969,0.73,0.71,0.02,0.00,0.03,0.00,0.95,0.05,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2021-03-06,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,30,209,1,8,31,217,3,18,198,4,39,0,9368,1369,6854,975,0.73,0.71,0.02,0.00,0.03,0.00,0.96,0.04,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2021-03-13,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,38,264,1,7,39,271,1,8,213,4,45,1,9331,1349,6823,961,0.73,0.71,0.02,0.00,0.03,0.00,0.97,0.03,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2021-03-20,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,46,325,2,17,49,342,0,0,261,2,51,1,9376,1339,6873,943,0.73,0.70,0.03,0.00,0.04,0.00,0.95,0.05,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2021-03-27,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,51,357,2,12,53,369,0,0,306,1,68,1,9405,1345,6978,956,0.74,0.71,0.03,0.00,0.05,0.00,0.97,0.03,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2021-04-03,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,69,485,1,9,71,494,0,0,380,0,83,0,9409,1358,6957,982,0.74,0.72,0.04,0.00,0.06,0.00,0.98,0.02,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2021-04-10,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,90,629,2,14,92,643,0,0,517,1,110,0,9523,1369,7183,1009,0.75,0.74,0.05,0.00,0.08,0.00,0.98,0.02,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2021-04-17,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,98,684,2,17,100,701,0,0,638,0,145,0,9594,1382,7386,1053,0.77,0.76,0.07,0.00,0.10,0.00,0.98,0.02,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2021-04-24,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,87,610,2,12,89,622,0,1,631,1,168,0,9555,1382,7314,1066,0.77,0.77,0.07,0.00,0.12,0.00,0.98,0.02,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2021-05-01,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,88,619,3,18,91,637,0,2,588,2,152,0,9593,1385,7329,1050,0.76,0.76,0.06,0.00,0.11,0.00,0.97,0.03,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2021-05-08,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,68,473,2,13,69,486,0,1,520,1,126,0,9658,1399,7456,1056,0.77,0.75,0.05,0.00,0.09,0.00,0.97,0.03,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2021-05-15,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,59,412,2,13,61,425,0,0,437,1,111,0,9513,1382,7241,1028,0.76,0.74,0.05,0.00,0.08,0.00,0.97,0.03,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2021-05-22,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,51,354,2,15,53,369,0,0,388,0,98,0,9577,1390,7371,1053,0.77,0.76,0.04,0.00,0.07,0.00,0.96,0.04,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2021-05-29,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,39,273,3,18,42,291,0,0,329,0,81,0,9527,1385,7321,1033,0.77,0.75,0.03,0.00,0.06,0.00,0.94,0.06,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2021-06-05,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,26,180,1,8,27,188,0,0,249,0,71,0,9474,1396,7159,1031,0.76,0.74,0.03,0.00,0.05,0.00,0.96,0.04,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2021-06-12,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,22,153,1,7,23,160,0,0,191,0,53,0,9573,1395,7443,1065,0.78,0.76,0.02,0.00,0.04,0.00,0.96,0.04,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2021-06-19,MN,875,1.00,125,125,124,124,124,125,125,125,125,125,125,125,124,125,124,125,125,125,14,98,1,10,15,108,0,1,143,0,44,0,9523,1366,7305,1005,0.77,0.74,0.02,0.00,0.03,0.00,0.91,0.09,1.00,1.00,0.99,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.99,1.00,0.99,1.00,1.00,1.00
2021-06-26,MN,875,1.00,125,125,124,124,124,125,125,125,125,125,125,125,124,125,124,125,125,125,13,92,1,5,14,97,0,0,110,1,30,0,9464,1369,7206,980,0.76,0.72,0.01,0.00,0.02,0.00,0.95,0.05,1.00,1.00,0.99,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.99,1.00,0.99,1.00,1.00,1.00
2021-07-03,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,12,86,1,5,13,91,0,0,98,0,23,0,9505,1370,7344,1021,0.77,0.74,0.01,0.00,0.02,0.00,0.95,0.05,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2021-07-10,MN,875,1.00,125,125,124,124,124,125,125,125,125,125,125,125,124,125,124,125,125,125,14,98,1,7,15,105,0,0,100,0,23,0,9478,1371,7220,990,0.76,0.72,0.01,0.00,0.02,0.00,0.93,0.07,1.00,1.00,0.99,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.99,1.00,0.99,1.00,1.00,1.00
2021-07-17,MN,875,1.00,125,125,123,123,123,125,125,125,125,125,125,125,123,125,123,125,125,125,16,109,1,7,17,116,0,0,98,0,21,0,9591,1369,7512,1009,0.78,0.74,0.01,0.00,0.02,0.00,0.94,0.06,1.00,1.00,0.98,0.98,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.98,1.00,0.98,1.00,1.00,1.00
2021-07-24,MN,875,1.00,125,125,122,122,122,125,125,125,125,125,125,125,122,125,122,125,125,125,22,156,1,5,23,161,0,0,124,0,31,0,9639,1401,7483,1042,0.78,0.74,0.01,0.00,0.02,0.00,0.97,0.03,1.00,1.00,0.98,0.98,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.98,1.00,0.98,1.00,1.00,1.00
2021-07-31,MN,875,1.00,125,125,122,122,122,125,125,125,125,125,125,125,122,125,122,125,125,125,33,233,1,7,34,240,0,0,207,0,58,0,9592,1394,7507,1062,0.78,0.76,0.02,0.00,0.04,0.00,0.97,0.03,1.00,1.00,0.98,0.98,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.98,1.00,0.98,1.00,1.00,1.00
2021-08-07,MN,875,1.00,125,125,122,122,122,125,125,125,125,125,125,125,122,125,122,125,125,125,33,234,2,16,36,250,0,0,273,0,80,0,9603,1399,7465,1065,0.78,0.76,0.03,0.00,0.06,0.00,0.94,0.06,1.00,1.00,0.98,0.98,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.98,1.00,0.98,1.00,1.00,1.00
2021-08-14,MN,875,1.00,125,125,122,122,122,125,125,125,125,125,125,125,122,125,122,125,125,125,53,368,2,13,54,381,0,0,369,0,100,0,9642,1392,7594,1066,0.79,0.77,0.04,0.00,0.07,0.00,0.97,0.03,1.00,1.00,0.98,0.98,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.98,1.00,0.98,1.00,1.00,1.00
2021-08-21,MN,875,1.00,125,125,122,122,122,125,125,125,125,125,125,125,122,125,122,125,125,125,66,463,2,17,69,480,0,0,469,0,125,0,9617,1405,7591,1108,0.79,0.79,0.05,0.00,0.09,0.00,0.96,0.04,1.00,1.00,0.98,0.98,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.98,1.00,0.98,1.00,1.00,1.00
2021-08-28,MN,875,1.00,125,125,122,122,122,125,125,125,125,125,125,125,122,125,122,125,125,125,68,479,2,17,71,496,0,2,570,1,159,0,9595,1405,7556,1116,0.79,0.79,0.06,0.00,0.11,0.00,0.97,0.03,1.00,1.00,0.98,0.98,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.98,1.00,0.98,1.00,1.00,1.00
2021-09-04,MN,875,1.00,125,125,122,122,122,125,125,125,125,125,125,125,122,125,122,125,125,125,73,510,2,11,74,521,0,0,609,0,163,0,9673,1405,7622,1121,0.79,0.80,0.06,0.00,0.12,0.00,0.98,0.02,1.00,1.00,0.98,0.98,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.98,1.00,0.98,1.00,1.00,1.00
2021-09-11,MN,875,1.00,125,125,122,122,122,125,125,125,125,125,125,125,122,125,122,125,125,125,76,529,2,16,78,545,0,0,657,0,180,0,9664,1418,7598,1138,0.79,0.80,0.07,0.00,0.13,0.00,0.97,0.03,1.00,1.00,0.98,0.98,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.98,1.00,0.98,1.00,1.00,1.00
2021-09-18,MN,875,1.00,125,125,123,123,123,125,125,125,125,125,125,125,123,125,123,125,125,125,89,624,3,19,92,643,0,3,729,1,210,1,9688,1416,7750,1145,0.80,0.81,0.08,0.00,0.15,0.00,0.97,0.03,1.00,1.00,0.98,0.98,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.98,1.00,0.98,1.00,1.00,1.00
2021-09-25,MN,875,1.00,125,125,123,123,123,125,125,125,125,125,125,125,123,125,123,125,125,125,94,655,4,25,97,680,0,0,772,1,215,1,9658,1393,7752,1120,0.80,0.80,0.08,0.00,0.15,0.00,0.96,0.04,1.00,1.00,0.98,0.98,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.98,1.00,0.98,1.00,1.00,1.00
2021-10-02,MN,875,1.00,125,125,123,123,123,125,125,125,125,125,125,125,123,125,123,125,125,125,98,687,5,38,104,725,0,1,791,1,206,1,9684,1407,7844,1161,0.81,0.82,0.08,0.00,0.15,0.00,0.95,0.05,1.00,1.00,0.98,0.98,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.98,1.00,0.98,1.00,1.00,1.00
2021-10-09,MN,875,1.00,125,125,123,123,123,125,125,125,125,125,125,125,123,125,123,125,125,125,115,804,3,24,118,828,0,1,876,1,229,1,9672,1388,7823,1147,0.81,0.83,0.09,0.00,0.17,0.00,0.97,0.03,1.00,1.00,0.98,0.98,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.98,1.00,0.98,1.00,1.00,1.00
2021-10-16,MN,875,1.00,125,125,123,123,123,125,125,125,125,125,125,125,123,125,123,125,125,125,114,801,3,23,118,824,0,1,977,2,252,1,9693,1416,7888,1163,0.81,0.82,0.10,0.00,0.18,0.00,0.97,0.03,1.00,1.00,0.98,0.98,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.98,1.00,0.98,1.00,1.00,1.00
2021-10-23,MN,875,1.00,125,125,123,123,123,125,125,125,125,125,125,125,123,125,123,125,125,125,103,720,3,21,106,741,0,1,929,2,236,1,9635,1421,7785,1154,0.81,0.81,0.10,0.00,0.17,0.00,0.97,0.03,1.00,1.00,0.98,0.98,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.98,1.00,0.98,1.00,1.00,1.00
2021-10-30,MN,875,1.00,125,125,123,123,123,125,125,125,125,125,125,125,123,125,123,125,125,125,108,758,4,27,112,785,0,2,924,3,214,1,9714,1418,7829,1145,0.81,0.81,0.10,0.00,0.15,0.00,0.97,0.03,1.00,1.00,0.98,0.98,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.98,1.00,0.98,1.00,1.00,1.00
2021-11-06,MN,875,1.00,125,125,123,123,123,125,125,125,125,125,125,125,123,125,123,125,125,125,116,811,5,33,121,844,0,2,986,2,228,1,9673,1415,7859,1157,0.81,0.82,0.10,0.00,0.16,0.00,0.96,0.04,1.00,1.00,0.98,0.98,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.98,1.00,0.98,1.00,1.00,1.00
2021-11-13,MN,875,1.00,125,125,123,123,123,125,125,125,125,125,125,125,123,125,123,125,125,125,149,1042,3,18,151,1060,0,0,1191,1,278,1,9762,1436,8039,1202,0.82,0.84,0.12,0.00,0.19,0.00,0.98,0.02,1.00,1.00,0.98,0.98,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.98,1.00,0.98,1.00,1.00,1.00
2021-11-20,MN,875,1.00,125,125,123,123,123,125,125,125,125,125,125,125,123,125,123,125,125,125,152,1062,4,31,156,1093,0,2,1370,1,323,0,9770,1459,8016,1220,0.82,0.84,0.14,0.00,0.22,0.00,0.97,0.03,1.00,1.00,0.98,0.98,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.98,1.00,0.98,1.00,1.00,1.00
2021-11-27,MN,875,1.00,125,125,123,123,123,125,125,125,125,125,125,125,123,125,123,125,125,125,162,1136,6,42,168,1178,0,2,1447,1,331,0,9705,1443,7764,1198,0.80,0.83,0.15,0.00,0.23,0.00,0.96,0.04,1.00,1.00,0.98,0.98,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.98,1.00,0.98,1.00,1.00,1.00
2021-12-04,MN,875,1.00,125,125,123,123,123,125,125,125,125,125,125,125,123,125,123,125,125,125,180,1259,4,31,184,1290,2,14,1555,4,346,0,9797,1447,7974,1207,0.81,0.83,0.16,0.00,0.24,0.00,0.98,0.02,1.00,1.00,0.98,0.98,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.98,1.00,0.98,1.00,1.00,1.00
2021-12-11,MN,875,1.00,125,125,123,123,123,125,125,125,125,125,125,125,123,125,123,125,125,125,165,1153,7,47,171,1200,4,25,1640,9,336,0,9743,1427,7945,1199,0.82,0.84,0.17,0.00,0.24,0.00,0.96,0.04,1.00,1.00,0.98,0.98,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.98,1.00,0.98,1.00,1.00,1.00
2021-12-18,MN,875,1.00,125,125,123,123,123,125,125,125,125,125,125,125,123,125,123,125,125,125,145,1014,4,27,149,1041,6,41,1577,18,363,0,9703,1406,7951,1186,0.82,0.84,0.16,0.00,0.26,0.00,0.97,0.03,1.00,1.00,0.98,0.98,0.98,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.98,1.00,0.98,1.00,1.00,1.00
2021-12-25,MN,875,1.00,125,125,124,124,124,125,125,125,125,125,125,125,124,125,124,125,125,125,142,994,3,19,145,1013,10,69,1415,33,342,2,9327,1390,7538,1154,0.81,0.83,0.15,0.00,0.25,0.00,0.98,0.02,1.00,1.00,0.99,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.99,1.00,0.99,1.00,1.00,1.00
2022-01-01,MN,875,1.00,125,125,124,124,124,125,125,125,125,125,125,125,124,125,124,125,125,125,138,964,4,31,142,995,16,111,1334,68,312,6,9218,1386,7566,1142,0.82,0.82,0.14,0.01,0.23,0.00,0.97,0.03,1.00,1.00,0.99,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.99,1.00,0.99,1.00,1.00,1.00
2022-01-08,MN,875,1.00,125,125,124,124,124,125,125,125,125,125,125,125,124,125,124,125,125,125,167,1171,9,62,176,1233,15,103,1416,64,273,5,9214,1385,7811,1154,0.85,0.83,0.15,0.01,0.20,0.00,0.95,0.05,1.00,1.00,0.99,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.99,1.00,0.99,1.00,1.00,1.00
2022-01-15,MN,875,1.00,125,125,124,124,124,125,125,125,125,125,125,125,124,125,124,125,125,125,187,1307,13,88,199,1395,10,67,1563,44,254,4,9117,1372,7772,1163,0.85,0.85,0.17,0.00,0.19,0.00,0.94,0.06,1.00,1.00,0.99,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.99,1.00,0.99,1.00,1.00,1.00
2022-01-22,MN,875,1.00,125,125,124,124,124,125,125,125,125,125,125,125,124,125,124,125,125,125,193,1354,13,93,207,1447,7,46,1581,32,240,3,9024,1360,7619,1150,0.84,0.85,0.18,0.00,0.18,0.00,0.94,0.06,1.00,1.00,0.99,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.99,1.00,0.99,1.00,1.00,1.00
2022-01-29,MN,875,1.00,125,125,124,124,124,125,125,125,125,125,125,125,124,125,124,125,125,125,179,1250,14,96,192,1346,3,21,1495,19,219,2,9019,1351,7622,1135,0.84,0.84,0.17,0.00,0.16,0.00,0.93,0.07,1.00,1.00,0.99,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.99,1.00,0.99,1.00,1.00,1.00
2022-02-05,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,138,964,10,72,148,1036,3,19,1302,13,199,2,9027,1339,7573,1095,0.84,0.82,0.14,0.00,0.15,0.00,0.93,0.07,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-02-12,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,112,787,7,52,120,839,3,20,1081,13,173,3,9028,1322,7642,1069,0.85,0.81,0.12,0.00,0.13,0.00,0.94,0.06,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-02-19,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,76,531,6,45,82,576,4,30,814,14,136,2,8994,1304,7487,1030,0.83,0.79,0.09,0.00,0.10,0.00,0.92,0.08,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-02-26,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,57,396,4,30,61,426,3,19,601,11,97,1,8990,1300,7425,1016,0.83,0.78,0.07,0.00,0.07,0.00,0.93,0.07,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-03-05,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,45,315,4,29,49,344,4,28,469,14,69,1,9055,1310,7531,1035,0.83,0.79,0.05,0.00,0.05,0.00,0.92,0.08,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-03-12,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,32,226,3,24,36,250,5,35,334,14,45,1,9017,1305,7430,1010,0.82,0.77,0.04,0.00,0.03,0.00,0.90,0.10,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-03-19,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,30,208,2,17,32,225,4,29,283,16,43,4,8987,1291,7453,1003,0.83,0.78,0.03,0.00,0.03,0.00,0.92,0.08,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-03-26,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,26,182,3,22,29,204,5,37,227,21,34,3,8937,1268,7440,989,0.83,0.78,0.03,0.00,0.03,0.00,0.89,0.11,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
2022-04-02,MN,875,1.00,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,21,147,2,12,23,159,5,33,196,21,31,3,8910,1282,7288,975,0.82,0.76,0.02,0.00,0.02,0.00,0.92,0.08,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
