Week Ending Date,Geographic aggregation,Hospital Reporting Days,Percent Hospital Reporting Days,Number Hospitals Reporting Adult COVID-19 Admissions,Number Hospitals Reporting Pediatric COVID-19 Admissions,Number Hospitals Reporting Influenza Admissions,Number Hospitals Reporting Prevalent Influenza Hospitalizations,Number Hospitals Reporting Hospitalized Influenza ICU Patients,Number Hospitals Reporting Inpatient Beds,Number Hospitals Reporting ICU Beds,Number Hospitals Reporting Inpatient Beds Occupied,Number Hospitals Reporting ICU Beds Occupied,Number Hospitals Reporting Percent Inpatient Bed Occupancy,Number Hospitals Reporting Percent ICU Bed Occupancy,Number Hospitals Reporting Percent COVID-19 Inpatient Bed Occupancy,Number Hospitals Reporting Percent Influenza Inpatient Bed Occupancy,Number Hospitals Reporting Percent COVID-19 ICU Bed Occupancy,Number Hospitals Reporting Percent Influenza ICU Bed Occupancy,Number Hospitals Reporting Total COVID-19 Admissions,Number Hospitals Reporting Prevalent COVID-19 Hospitalizations,Number Hospitals Reporting Hospitalized COVID-19 ICU Patients,Weekly Average Adult COVID-19 Admissions,Weekly Total Adult COVID-19 Admissions,Weekly Average Pediatric COVID-19 Admissions,Weekly Total Pediatric COVID-19 Admissions,Weekly Average COVID-19 Admissions,Weekly Total COVID-19 Admissions,Weekly Average Influenza Admissions,Weekly Total Influenza Admissions,Weekly Average Prevalent COVID-19 Hospitalizations,Weekly Average Prevalent Influenza Hospitalizations,Weekly Average Hospitalized COVID-19 ICU Patients,Weekly Average Hospitalized Influenza ICU Patients,Weekly Average Inpatient Beds,Weekly Average ICU Beds,Weekly Average Inpatient Beds Occupied,Weekly Average ICU Beds Occupied,Weekly Average Percent Inpatient Bed Occupancy,Weekly Average Percent ICU Bed Occupancy,Weekly Average Percent COVID-19 Inpatient Bed Occupancy,Weekly Average Percent Influenza Inpatient Bed Occupancy,Weekly Average Percent COVID-19 ICU Bed Occupancy,Weekly Average Percent Influenza ICU Bed Occupancy,Percent Adult COVID-19 Admissions,Percent Pediatric COVID-19 Admissions,Percent Hospitals Reporting Adult COVID-19 Admissions,Percent Hospitals Reporting Pediatric COVID-19 Admissions,Percent Hospitals Reporting Influenza Admissions,Percent Hospitals Reporting Prevalent Influenza Hospitalizations,Percent Hospitals Reporting Hospitalized Influenza ICU Patients,Percent Hospitals Reporting Inpatient Beds,Percent Hospitals Reporting ICU Beds,Percent Hospitals Reporting Inpatient Beds Occupied,Percent Hospitals Reporting ICU Beds Occupied,Percent Hospitals Reporting Percent Inpatient Bed Occupancy,Percent Hospitals Reporting Percent ICU Bed Occupancy,Percent Hospitals Reporting Percent COVID-19 Inpatient Bed Occupancy,Percent Hospitals Reporting Percent Influenza Inpatient Bed Occupancy,Percent Hospitals Reporting Percent COVID-19 ICU Bed Occupancy,Percent Hospitals Reporting Percent Influenza ICU Bed Occupancy,Percent Hospitals Reporting Total COVID-19 Admissions,Percent Hospitals Reporting Prevalent COVID-19 Hospitalizations,Percent Hospitals Reporting Hospitalized COVID-19 ICU Patients
2021-11-06,AR,574,0.98,82,82,81,81,81,81,82,81,80,81,80,81,80,82,81,82,82,80,33,228,1,5,33,233,0,3,306,2,112,0,7350,1380,5249,844,0.71,0.73,0.04,0.00,0.08,0.00,0.98,0.02,0.98,0.98,0.96,0.96,0.96,0.96,0.98,0.96,0.95,0.96,0.95,0.96,0.95,0.98,0.96,0.98,0.98,0.95
2021-11-13,AR,574,0.98,82,82,81,81,81,81,82,81,80,81,80,81,80,82,81,82,82,80,29,204,1,6,30,210,1,5,274,2,104,0,7357,1374,5344,837,0.73,0.73,0.04,0.00,0.08,0.00,0.97,0.03,0.98,0.98,0.96,0.96,0.96,0.96,0.98,0.96,0.95,0.96,0.95,0.96,0.95,0.98,0.96,0.98,0.98,0.95
2021-11-20,AR,574,0.98,82,82,81,81,81,81,82,81,80,81,80,81,80,82,81,82,82,80,35,244,1,6,36,250,1,6,288,5,115,1,7362,1365,5404,847,0.73,0.74,0.04,0.00,0.08,0.00,0.98,0.02,0.98,0.98,0.96,0.96,0.96,0.96,0.98,0.96,0.95,0.96,0.95,0.96,0.95,0.98,0.96,0.98,0.98,0.95
2021-11-27,AR,574,0.98,82,82,81,81,81,81,82,81,80,81,80,81,80,82,81,82,82,80,40,281,1,4,41,285,0,2,325,5,123,2,7241,1354,4933,803,0.68,0.71,0.04,0.00,0.09,0.00,0.99,0.01,0.98,0.98,0.96,0.96,0.96,0.96,0.98,0.96,0.95,0.96,0.95,0.96,0.95,0.98,0.96,0.98,0.98,0.95
2021-12-04,AR,574,0.98,82,82,81,81,81,81,82,81,80,81,80,81,80,82,81,82,82,80,54,376,1,10,55,386,2,12,381,6,143,2,7327,1358,5377,880,0.73,0.77,0.05,0.00,0.10,0.00,0.97,0.03,0.98,0.98,0.96,0.96,0.96,0.96,0.98,0.96,0.95,0.96,0.95,0.96,0.95,0.98,0.96,0.98,0.98,0.95
2021-12-11,AR,573,0.97,82,82,81,81,81,81,82,81,80,81,80,81,80,82,81,82,82,80,58,408,1,5,59,413,2,11,430,8,157,1,7324,1365,5510,885,0.75,0.77,0.06,0.00,0.11,0.00,0.99,0.01,0.98,0.98,0.96,0.96,0.96,0.96,0.98,0.96,0.95,0.96,0.95,0.96,0.95,0.98,0.96,0.98,0.98,0.95
2021-12-18,AR,574,0.98,82,82,81,81,81,81,82,81,80,81,80,81,80,82,81,82,82,80,66,459,1,8,67,467,2,13,486,6,181,0,7330,1369,5563,906,0.76,0.79,0.07,0.00,0.13,0.00,0.98,0.02,0.98,0.98,0.96,0.96,0.96,0.96,0.98,0.96,0.95,0.96,0.95,0.96,0.95,0.98,0.96,0.98,0.98,0.95
2021-12-25,AR,574,0.98,82,82,81,81,81,81,82,81,80,81,80,81,80,82,81,82,82,80,55,386,1,10,57,396,1,8,468,4,160,1,7128,1345,5068,845,0.71,0.75,0.07,0.00,0.12,0.00,0.97,0.03,0.98,0.98,0.96,0.96,0.96,0.96,0.98,0.96,0.95,0.96,0.95,0.96,0.95,0.98,0.96,0.98,0.98,0.95
2022-01-01,AR,571,0.97,82,82,80,80,80,81,82,81,80,81,80,81,79,82,80,82,82,80,86,603,2,16,88,619,4,28,550,12,171,3,7290,1339,5251,867,0.72,0.77,0.08,0.00,0.13,0.00,0.97,0.03,0.98,0.98,0.95,0.95,0.95,0.96,0.98,0.96,0.95,0.96,0.95,0.96,0.94,0.98,0.95,0.98,0.98,0.95
2022-01-08,AR,574,0.98,82,82,80,80,80,81,82,81,80,81,80,81,79,82,80,82,82,80,135,943,4,30,139,973,5,35,754,16,208,6,7426,1341,5441,876,0.73,0.78,0.10,0.00,0.16,0.00,0.97,0.03,0.98,0.98,0.95,0.95,0.95,0.96,0.98,0.96,0.95,0.96,0.95,0.96,0.94,0.98,0.95,0.98,0.98,0.95
2022-01-15,AR,574,0.98,82,82,81,81,81,82,82,82,81,82,81,82,81,82,81,82,82,81,190,1327,7,50,197,1377,4,29,1058,17,276,6,7526,1337,5535,933,0.74,0.80,0.14,0.00,0.21,0.00,0.96,0.04,0.98,0.98,0.96,0.96,0.96,0.98,0.98,0.98,0.96,0.98,0.96,0.98,0.96,0.98,0.96,0.98,0.98,0.96
2022-01-22,AR,574,0.98,82,82,81,81,81,82,82,82,81,82,81,82,81,82,81,82,82,82,241,1688,14,97,255,1785,3,19,1352,13,307,4,7523,1332,5500,1007,0.73,0.78,0.18,0.00,0.23,0.00,0.95,0.05,0.98,0.98,0.96,0.96,0.96,0.98,0.98,0.98,0.96,0.98,0.96,0.98,0.96,0.98,0.96,0.98,0.98,0.98
2022-01-29,AR,574,0.98,82,82,80,81,80,82,82,82,81,82,81,82,81,82,80,82,82,82,252,1763,11,75,263,1838,2,13,1543,14,358,2,7545,1287,5626,1004,0.75,0.80,0.20,0.00,0.28,0.00,0.96,0.04,0.98,0.98,0.95,0.96,0.95,0.98,0.98,0.98,0.96,0.98,0.96,0.98,0.96,0.98,0.95,0.98,0.98,0.98
2022-02-05,AR,574,0.98,82,82,82,82,82,81,82,81,81,81,81,81,81,82,82,82,82,82,212,1481,13,89,224,1570,2,14,1501,14,388,1,7508,1275,5601,1019,0.75,0.82,0.20,0.00,0.30,0.00,0.94,0.06,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.96,0.96,0.96,0.96,0.96,0.96,0.98,0.98,0.98,0.98,0.98
2022-02-12,AR,574,0.98,82,82,82,82,82,81,82,81,81,81,81,81,81,82,82,82,82,82,155,1083,11,78,166,1161,3,23,1220,14,321,2,7513,1254,5685,1000,0.76,0.82,0.16,0.00,0.26,0.00,0.93,0.07,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.96,0.96,0.96,0.96,0.96,0.96,0.98,0.98,0.98,0.98,0.98
2022-02-19,AR,574,0.98,82,82,82,82,82,82,82,82,81,82,81,82,82,82,82,82,82,82,105,734,13,88,117,822,3,22,915,14,244,1,7467,1236,5630,968,0.75,0.81,0.12,0.00,0.20,0.00,0.89,0.11,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2022-02-26,AR,574,0.98,82,82,82,82,82,82,82,82,81,82,81,82,82,82,82,82,82,82,57,400,9,61,66,461,5,37,605,13,166,0,7390,1210,5413,895,0.73,0.76,0.08,0.00,0.14,0.00,0.87,0.13,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2022-03-05,AR,574,0.98,82,82,82,82,82,82,82,82,81,82,81,82,82,82,82,82,82,82,45,316,9,63,54,379,8,57,423,19,128,3,7451,1210,5449,891,0.73,0.76,0.06,0.00,0.11,0.00,0.83,0.17,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2022-03-12,AR,574,0.98,82,82,82,82,82,82,82,82,81,82,81,82,82,82,82,82,82,82,30,209,11,75,41,284,9,60,280,25,92,4,7423,1202,5444,882,0.73,0.76,0.04,0.00,0.08,0.00,0.74,0.26,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2022-03-19,AR,574,0.98,82,82,82,82,82,82,82,82,81,82,81,82,82,82,82,82,82,82,19,130,9,64,28,194,9,62,202,27,68,4,7416,1190,5415,870,0.73,0.75,0.03,0.00,0.06,0.00,0.67,0.33,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2022-03-26,AR,574,0.98,82,82,82,82,82,82,82,82,81,82,81,82,82,82,82,82,82,82,15,104,9,66,24,170,11,74,139,36,45,6,7333,1176,5184,838,0.71,0.74,0.02,0.00,0.04,0.01,0.61,0.39,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2022-04-02,AR,574,0.98,82,82,82,82,82,82,82,82,81,82,81,82,82,82,82,82,82,82,10,71,11,75,21,146,8,56,111,31,36,4,7184,1164,5059,810,0.70,0.72,0.02,0.00,0.03,0.00,0.49,0.51,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2022-04-09,AR,574,0.98,82,82,82,82,82,82,82,82,81,82,81,82,82,82,82,82,82,82,11,76,12,85,23,161,11,74,97,32,32,4,7303,1191,5141,830,0.70,0.72,0.01,0.00,0.03,0.00,0.47,0.53,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2022-04-16,AR,574,0.98,82,82,82,82,82,82,82,82,81,82,81,82,82,82,82,82,82,82,8,53,12,84,20,137,6,43,75,21,25,3,7371,1187,5074,784,0.69,0.68,0.01,0.00,0.02,0.00,0.39,0.61,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2022-04-23,AR,574,0.98,82,82,82,82,82,82,82,82,81,82,81,82,82,82,82,82,82,82,6,40,10,68,15,108,5,34,56,18,22,3,7177,1149,4934,774,0.69,0.70,0.01,0.00,0.02,0.00,0.37,0.63,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2022-04-30,AR,574,0.98,82,82,82,82,82,82,82,82,81,82,81,82,82,82,82,82,82,82,7,47,6,39,12,86,5,32,58,14,20,2,7109,1140,4900,771,0.69,0.70,0.01,0.00,0.02,0.00,0.55,0.45,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2022-05-07,AR,574,0.98,82,82,82,82,82,82,82,82,81,82,81,82,82,82,82,82,82,82,7,47,6,41,13,88,2,17,54,9,17,1,7109,1141,4912,768,0.69,0.70,0.01,0.00,0.01,0.00,0.53,0.47,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2022-05-14,AR,574,0.98,82,82,82,82,82,82,82,82,81,82,81,82,82,82,82,82,82,82,9,61,10,71,19,132,3,20,61,9,17,1,7106,1145,4989,773,0.70,0.70,0.01,0.00,0.01,0.00,0.46,0.54,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2022-05-21,AR,574,0.98,82,82,82,82,82,82,82,82,81,82,81,82,82,82,82,82,82,82,10,69,1,8,11,77,2,15,60,5,16,0,7109,1136,4983,777,0.70,0.71,0.01,0.00,0.01,0.00,0.90,0.10,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2022-05-28,AR,573,0.97,82,82,82,82,82,82,82,82,81,82,81,82,82,82,82,82,82,82,12,85,1,8,13,93,2,14,68,6,11,0,7057,1123,4951,765,0.70,0.70,0.01,0.00,0.01,0.00,0.91,0.09,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2022-06-04,AR,574,0.98,82,82,82,82,82,82,82,82,81,82,81,82,82,82,82,82,82,82,20,137,0,3,20,140,2,17,89,5,14,0,7059,1115,4851,750,0.69,0.70,0.01,0.00,0.01,0.00,0.98,0.02,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2022-06-11,AR,574,0.98,82,82,82,82,82,82,82,82,81,82,81,82,82,82,82,82,82,82,22,153,2,12,24,165,3,19,120,9,14,2,7089,1135,4995,795,0.70,0.72,0.02,0.00,0.01,0.00,0.93,0.07,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2022-06-18,AR,569,0.97,82,82,82,82,82,82,82,82,81,82,81,82,82,82,82,82,82,82,27,190,1,7,28,197,1,10,155,5,20,1,7109,1133,4996,780,0.70,0.71,0.02,0.00,0.02,0.00,0.96,0.04,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2022-06-25,AR,567,0.96,81,81,81,81,81,81,81,81,80,81,80,81,81,81,81,81,81,81,33,231,0,3,33,234,2,16,159,6,29,1,7086,1132,5001,803,0.71,0.73,0.02,0.00,0.03,0.00,0.99,0.01,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.96,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.96
2022-07-02,AR,565,0.96,81,81,81,81,81,81,81,81,80,81,80,81,81,81,81,81,81,81,41,284,3,19,43,303,1,8,200,5,39,1,7041,1131,5014,792,0.71,0.72,0.03,0.00,0.03,0.00,0.94,0.06,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.96,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.96
2022-07-09,AR,566,0.96,81,81,81,81,81,81,81,81,80,81,80,81,81,81,81,81,81,81,50,349,2,14,52,363,1,5,250,3,43,0,7058,1138,4959,806,0.70,0.73,0.04,0.00,0.04,0.00,0.96,0.04,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.96,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.96
2022-07-16,AR,566,0.96,81,81,81,81,81,81,81,81,80,81,80,81,81,81,81,81,81,81,62,433,3,24,65,457,2,16,320,6,48,1,7132,1144,5127,823,0.72,0.74,0.04,0.00,0.04,0.00,0.95,0.05,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.96,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.96
2022-07-23,AR,567,0.96,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,68,475,3,18,70,493,1,10,354,5,53,0,7138,1145,5149,812,0.72,0.72,0.05,0.00,0.05,0.00,0.96,0.04,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
2022-07-30,AR,567,0.96,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,59,415,3,23,63,438,0,1,348,2,56,0,7135,1144,5075,804,0.71,0.70,0.05,0.00,0.05,0.00,0.95,0.05,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
2022-08-06,AR,567,0.96,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,55,387,3,22,58,409,0,3,336,2,50,0,7263,1161,5115,825,0.70,0.71,0.05,0.00,0.04,0.00,0.95,0.05,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
2022-08-13,AR,567,0.96,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,55,383,3,22,58,405,1,6,328,3,44,0,7383,1163,5141,797,0.70,0.69,0.04,0.00,0.04,0.00,0.95,0.05,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
2022-08-20,AR,566,0.96,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,50,353,2,15,53,368,0,3,296,5,46,1,7175,1159,5056,793,0.70,0.68,0.04,0.00,0.04,0.00,0.96,0.04,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
2022-08-27,AR,567,0.96,81,81,81,81,81,81,81,81,80,81,80,81,81,81,81,81,81,81,46,321,3,18,48,339,0,3,278,3,48,1,7144,1162,5059,811,0.71,0.72,0.04,0.00,0.04,0.00,0.95,0.05,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.96,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.96
2022-09-03,AR,566,0.96,81,81,81,81,81,81,81,81,80,81,80,81,81,81,81,81,81,81,42,297,3,24,46,321,1,6,265,1,34,0,7169,1157,5070,812,0.71,0.72,0.04,0.00,0.03,0.00,0.93,0.07,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.96,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.96
2022-09-10,AR,567,0.96,81,81,81,81,81,81,81,81,80,81,80,81,81,81,81,81,81,81,41,284,2,15,43,299,1,6,242,2,34,0,7152,1154,4997,817,0.70,0.73,0.03,0.00,0.03,0.00,0.95,0.05,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.96,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.96
2022-09-17,AR,567,0.96,81,81,81,81,81,81,81,81,80,81,80,81,81,81,81,81,81,81,43,304,2,12,45,316,1,5,236,4,38,1,7163,1167,5153,850,0.72,0.75,0.03,0.00,0.03,0.00,0.96,0.04,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.96,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.96
2022-09-24,AR,567,0.96,81,81,81,81,81,81,81,81,80,81,80,81,81,81,81,81,81,81,37,257,1,8,38,265,1,7,228,5,32,1,7205,1176,5208,857,0.72,0.75,0.03,0.00,0.03,0.00,0.97,0.03,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.96,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.96
2022-10-01,AR,564,0.96,81,81,81,81,81,81,81,81,80,81,80,81,81,81,81,81,81,81,31,219,1,7,32,226,1,10,206,6,35,2,7142,1177,5119,846,0.72,0.74,0.03,0.00,0.03,0.00,0.97,0.03,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.96,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.96
2022-10-08,AR,565,0.96,81,81,81,81,81,81,81,81,80,81,80,81,81,81,81,81,81,81,24,170,1,6,25,176,3,22,165,8,25,1,7146,1168,5063,833,0.71,0.74,0.02,0.00,0.02,0.00,0.97,0.03,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.96,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.96
2022-10-15,AR,567,0.96,81,81,81,81,81,81,81,81,80,81,80,81,81,81,81,81,81,81,18,128,0,3,19,131,5,37,134,15,20,2,7156,1169,5063,812,0.71,0.72,0.02,0.00,0.02,0.00,0.98,0.02,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.96,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.96
2022-10-22,AR,566,0.96,81,81,81,81,81,81,81,81,80,81,80,81,81,81,81,81,81,81,17,122,0,2,18,124,7,47,118,27,15,4,7146,1168,5013,822,0.70,0.73,0.02,0.00,0.01,0.00,0.98,0.02,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.96,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.96
2022-10-29,AR,573,0.97,82,82,82,82,82,82,82,82,81,82,81,82,82,82,82,82,82,82,18,129,0,3,19,132,11,76,106,42,20,10,7209,1178,5157,860,0.72,0.75,0.01,0.01,0.02,0.01,0.98,0.02,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2022-11-05,AR,574,0.98,82,82,82,82,82,82,82,82,81,82,81,82,82,82,82,82,82,82,20,140,1,4,21,144,19,133,109,68,17,16,7146,1173,5146,852,0.72,0.75,0.02,0.01,0.01,0.01,0.97,0.03,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2022-11-12,AR,574,0.98,82,82,82,82,82,82,82,82,81,82,81,82,82,82,82,82,82,82,16,111,0,2,16,113,29,200,115,95,20,16,7120,1166,5154,859,0.72,0.76,0.02,0.01,0.02,0.01,0.98,0.02,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2022-11-19,AR,574,0.98,82,82,82,82,82,82,82,82,81,82,81,82,82,82,82,82,82,82,19,134,0,1,19,135,30,207,109,117,18,17,7135,1172,5071,840,0.71,0.74,0.02,0.02,0.02,0.01,0.99,0.01,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2022-11-26,AR,574,0.98,82,82,82,82,82,82,82,82,81,82,81,82,82,82,82,82,82,82,20,139,0,3,20,142,58,403,107,191,17,37,7097,1168,4858,829,0.68,0.73,0.02,0.03,0.01,0.03,0.98,0.02,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2022-12-03,AR,574,0.98,82,82,82,82,82,82,82,82,81,82,81,82,82,82,82,82,82,82,34,237,0,0,34,237,66,462,160,290,27,66,7229,1179,5280,891,0.73,0.78,0.02,0.04,0.02,0.06,1.00,0.00,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2022-12-10,AR,574,0.98,82,82,82,82,82,82,82,82,81,82,81,82,82,82,82,82,82,82,34,237,1,9,35,246,49,343,185,252,30,51,7252,1184,5364,899,0.74,0.78,0.03,0.03,0.03,0.04,0.96,0.04,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.96,0.98,0.98,0.98,0.98,0.98,0.98,0.98
2022-12-17,AR,559,0.95,83,83,83,83,83,83,83,83,82,83,82,83,83,83,83,83,83,83,37,260,1,8,38,268,35,247,214,201,35,41,7285,1136,5357,857,0.74,0.78,0.03,0.03,0.03,0.04,0.97,0.03,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99
2022-12-24,AR,567,0.96,81,81,81,81,81,81,81,81,80,81,80,81,81,81,81,81,81,81,41,287,2,14,43,301,29,201,243,146,35,29,7280,1119,5075,817,0.70,0.75,0.03,0.02,0.03,0.03,0.95,0.05,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.96,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.96
2022-12-31,AR,565,0.96,81,81,81,81,81,81,81,81,80,81,80,81,81,81,81,81,81,81,57,402,4,31,62,433,29,202,288,128,39,26,7219,1146,4982,849,0.69,0.76,0.04,0.02,0.03,0.02,0.93,0.07,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.95,0.96,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.96
2023-01-07,AR,581,0.99,83,83,83,83,83,83,83,83,82,83,82,83,83,83,83,83,83,83,59,412,4,26,63,438,22,157,357,115,47,25,7510,1153,5454,904,0.73,0.81,0.05,0.02,0.04,0.02,0.94,0.06,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99
2023-01-14,AR,581,0.99,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,52,364,1,10,53,374,15,105,291,69,48,14,7480,1157,5473,899,0.73,0.79,0.04,0.01,0.04,0.01,0.97,0.03,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
2023-01-21,AR,581,0.99,83,83,83,83,83,83,83,83,82,83,82,83,83,83,83,83,83,83,36,255,1,8,38,263,9,65,246,54,52,12,7512,1154,5446,889,0.72,0.78,0.03,0.01,0.04,0.01,0.97,0.03,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99
2023-01-28,AR,581,0.99,83,83,83,83,83,83,83,83,82,83,82,83,83,83,83,83,83,83,26,184,1,8,27,192,5,35,193,29,37,3,7485,1149,5377,841,0.72,0.75,0.03,0.00,0.03,0.00,0.96,0.04,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99
